"sai_name";"sai_emu_nameshort";"fi_date";"fi_lfs_code";"fisa_x_4326";"fisa_y_4326";"length_mm";"weight_g";"age_year";"eye_diam_mean_mm";"pectoral_length_mm";"is_female_(1=female,0=male)";"is_differentiated_(1=differentiated,0_undifferentiated)";"anguillicola_presence(1=present,0=absent)";"anguillicola_intensity";"muscle_lipid_fatmeter_perc";"muscle_lipid_gravimeter_perc";"sum_6_pcb";"teq";"evex_presence_(1=present,0=absent)";"hva_presence_(1=present,0=absent)";"pb";"hg";"cd";"fi_comment";"fi_year"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;500;185;9;"7.3";25.1;1;1;0;0;26.5;NA;NA;NA;NA;NA;NA;NA;NA;"686_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;500;188;4;"7.3";27.1;1;1;1;5;21.9;NA;NA;NA;NA;NA;NA;NA;NA;"687_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;550;314;9;"7.1";31.1;1;1;1;2;23.4;NA;NA;NA;NA;NA;NA;NA;NA;"688_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;560;342;9;"8";30.5;1;1;1;1;23.5;NA;NA;NA;NA;NA;NA;NA;NA;"689_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;420;141;5;"5.95";20.5;0;1;1;3;28.4;NA;NA;NA;NA;NA;NA;NA;NA;"692_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;660;435;7;"9";31.4;1;1;1;2;21.8;NA;NA;NA;NA;NA;NA;NA;NA;"694_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;610;410;8;"8.5";32.6;1;1;1;3;20.7;NA;NA;NA;NA;NA;NA;NA;NA;"696_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;650;473;9;"9.75";34.3;1;1;1;2;22.2;NA;NA;NA;NA;NA;NA;NA;NA;"697_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;420;135;4;"7.2";23.8;0;1;1;2;28.1;NA;NA;NA;NA;NA;NA;NA;NA;"699_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;540;249;8;"7.9";26.1;1;1;1;11;25;NA;NA;NA;NA;NA;NA;NA;NA;"700_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;720;700;16;"9.45";40.5;1;1;1;13;21.3;NA;NA;NA;NA;NA;NA;NA;NA;"701_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;620;454;8;"7.75";34.9;1;1;1;1;23.6;NA;NA;NA;NA;NA;NA;NA;NA;"704_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;550;271;9;"7.9";29.8;1;1;1;2;22.1;NA;NA;NA;NA;NA;NA;NA;NA;"705_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;399.75;75.044;10;"6.6";20.9;0;1;1;1;26.7;NA;NA;NA;NA;NA;NA;NA;NA;"771_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;779;871.744;13;"8.8";41.9;1;1;1;2;25.1;NA;NA;NA;NA;NA;NA;NA;NA;"773_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;666.25;496.524;7;"8.7";34.4;1;1;1;6;24.1;NA;NA;NA;NA;NA;NA;NA;NA;"774_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;594.5;337.184;10;"8.15";28.4;1;1;0;0;27.3;NA;NA;NA;NA;NA;NA;NA;NA;"775_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;410;114.108;3;"7.35";22;0;1;1;1;28.9;NA;NA;NA;NA;NA;NA;NA;NA;"776_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;594.5;401.948;11;"8.4";28;1;1;1;5;27.1;NA;NA;NA;NA;NA;NA;NA;NA;"777_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;871.25;1547.14;14;"11.2";44.2;1;1;1;3;20.9;NA;NA;NA;NA;NA;NA;NA;NA;"778_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;379.25;85.324;6;"7.1";19.8;0;1;1;3;37.4;NA;NA;NA;NA;NA;NA;NA;NA;"779_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;594.5;412.228;12;"8.45";33.5;1;1;0;0;28.9;NA;NA;NA;NA;NA;NA;NA;NA;"780_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;584.25;416.34;10;"8.5";39.2;1;1;1;2;24.2;NA;NA;NA;NA;NA;NA;NA;NA;"781_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;533;278.588;8;"7.5";26.8;1;1;1;6;24.6;NA;NA;NA;NA;NA;NA;NA;NA;"782_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;328;93.548;8;"6.25";22.7;0;1;1;2;34.5;NA;NA;NA;NA;NA;NA;NA;NA;"783_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;830.25;1230.516;15;"10.7";46.6;1;1;0;0;19.8;NA;NA;NA;NA;NA;NA;NA;NA;"815_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;584.25;356.716;13;"7.65";30;1;1;1;4;25.1;NA;NA;NA;NA;NA;NA;NA;NA;"816_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;738;813.148;12;"9.55";40;1;1;1;5;21.1;NA;NA;15.18455954;NA;NA;NA;NA;NA;"821_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;666.25;551.008;17;"9";33.5;1;1;1;1;22;NA;NA;45.28193692;NA;NA;NA;NA;NA;"822_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;553.5;264.196;14;"8.1";28;1;1;1;1;23.9;NA;NA;NA;NA;NA;NA;NA;NA;"823_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;625.25;476.992;13;"8.5";31.8;1;1;1;6;24.7;NA;NA;NA;NA;NA;NA;NA;NA;"824_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;656;565.4;12;"9.5";39.1;1;1;1;5;20.7;NA;NA;32.18986976;NA;NA;NA;NA;NA;"826_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;410;103.828;9;"6.5";22.2;0;1;1;2;28;NA;NA;NA;NA;NA;NA;NA;NA;"827_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;666.25;551.008;17;"9.3";33.5;1;1;1;12;23.9;NA;NA;NA;NA;NA;NA;NA;NA;"829_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;553.5;347.464;13;"8.3";28.1;1;1;1;12;22.3;NA;NA;NA;NA;NA;NA;NA;NA;"830_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;553.5;234.384;11;"8.95";31;1;1;1;7;22.1;NA;NA;NA;NA;NA;NA;NA;NA;"831_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;533;250.832;16;"8.5";38.8;1;1;0;0;27.3;NA;NA;NA;NA;NA;NA;NA;NA;"832_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;625.25;516.056;10;"8.55";29.2;1;1;1;6;20.3;NA;NA;NA;NA;NA;NA;NA;NA;"833_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;604.75;375.22;15;"8.8";33.8;1;1;1;9;24.2;NA;NA;6.119137102;NA;NA;NA;NA;NA;"834_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;451;148.032;14;"7.9";27;0;1;0;0;25.4;NA;NA;NA;NA;NA;NA;NA;NA;"835_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;645.75;419.424;13;"9.2";36;1;1;1;1;19.3;NA;NA;10.50019423;NA;NA;NA;NA;NA;"836_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;410;120.276;17;"6.25";21.3;0;1;1;5;24.8;NA;NA;NA;NA;NA;NA;NA;NA;"837_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;389.5;99.716;14;"7.3";20;0;1;1;1;28.1;NA;NA;NA;NA;NA;NA;NA;NA;"839_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;451;133.64;9;"7";21.7;0;1;1;4;31.5;NA;NA;NA;NA;NA;NA;NA;NA;"840_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;420.25;115.136;8;"6.8";18.6;0;1;1;2;24.2;NA;NA;NA;NA;NA;NA;NA;NA;"841_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;369;99.716;11;"6.25";20;0;1;1;2;26.7;NA;NA;NA;NA;NA;NA;NA;NA;"842_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;420.25;105.884;12;"7.1";18.1;0;1;1;3;24.4;NA;NA;NA;NA;NA;NA;NA;NA;"843_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;399.75;103.828;13;"6.25";22.7;0;1;1;4;26.9;NA;NA;NA;NA;NA;NA;NA;NA;"844_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;369;89.436;11;"6";18.6;0;1;1;5;30.6;NA;NA;NA;NA;NA;NA;NA;NA;"909_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;420.25;141.864;10;"6.35";20.7;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"910_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;410;112.052;13;"5.95";17.9;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"911_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;399.75;116.164;11;"7.2";21.5;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"912_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2011-10-15;"S";NA;NA;348.5;75.044;11;"6";16.7;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"913_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2011"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2012-08-15;"S";NA;NA;680;655;15;"9.05";35.4;1;1;0;0;23;NA;NA;NA;NA;NA;NA;NA;NA;"1387_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2012"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2012-08-15;"S";NA;NA;650;510;10;"8.7";33.7;1;1;1;9;26.8;NA;NA;NA;NA;NA;NA;NA;NA;"1395_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2012"
"DE_Eide_Eider_DCF_F_S";"DE_Eide";2012-08-15;"S";NA;NA;740;859;10;"8.6";41.3;1;1;1;30;21.9;NA;NA;NA;NA;NA;NA;NA;NA;"1401_Date is not exact and refers to the landing date. Day was always (even if exact date is known) set to 15 for consistency, since most eels are fished and collected over a period of many days and sometimes across a month boundary. In the latter case, the first of the two month is given. Pb and Cd values are provided for dw!";"2012"
